Delivery Platform,Restaurant Name,Rating,Rating Count,Restaurant Tag,Price Tag,Category Name,Menu Item Name,Menu Item Description,Menu Item Price
UberEats,Ege Mediterranean,4.9,23,Pizza,,BYO Vegan Pizza,12'' BYO Plain Vegan Pizza,6 cuts.,$12.99
UberEats,Ege Mediterranean,4.9,23,Pizza,,BYO Vegan Pizza,"12"" BYO Vegan One Topping",,$13.99
UberEats,Ege Mediterranean,4.9,23,Pizza,,BYO Vegan Pizza,"12"" BYO Vegan Two Topping",,$15.99
UberEats,Ege Mediterranean,4.9,23,Pizza,,BYO Vegan Pizza,"12"" BYO Vegan up-To Six Topping",,$20.99
UberEats,Ege Mediterranean,4.9,23,Pizza,,BYO Vegan Pizza,"14"" BYO Cauli Crust Plain Vegan-8Cuts",,$15.99
UberEats,Ege Mediterranean,4.9,23,Pizza,,BYO Vegan Pizza,"14"" BYO Cauli Crust Vegan One Topping-8Cuts",,$16.99
UberEats,Ege Mediterranean,4.9,23,Pizza,,BYO Vegan Pizza,"14"" BYO Cauli Crust Vegan Two Topping-8Cuts",,$18.99
UberEats,Ege Mediterranean,4.9,23,Pizza,,BYO Vegan Pizza,"14"" BYO Cauli Crust Vegan up to Six Topping-8Cuts",,$25.99
UberEats,Ege Mediterranean,4.9,23,Pizza,,BYO Vegan Pizza,"12"" BYO Gluten Free Vegan Plain",,$12.99
UberEats,Ege Mediterranean,4.9,23,Pizza,,BYO Vegan Pizza,"12"" BYO Gluten Free Vegan One topping",,$13.99
UberEats,Ege Mediterranean,4.9,23,Pizza,,BYO Vegan Pizza,"12"" BYO Gluten Free Vegan Two Topping",,$15.99
UberEats,Ege Mediterranean,4.9,23,Pizza,,BYO Vegan Pizza,"12"" BYO Gluten Free Vegan upto Six Topping",,$21.99
UberEats,Ege Mediterranean,4.9,23,Pizza,,All Vegan Specialty Pizza,Vegan Ranchero,"Vegan cheese, green pepper, tomatoes, buffalo fries, vegan mozzarella, and vegan ranch sauce.",$13.99
UberEats,Ege Mediterranean,4.9,23,Pizza,,All Vegan Specialty Pizza,Vegan Veggie Melanges,"This will make even your kids eat their veggies! Spinach, tomato, onion, mushrooms, and black olives, with our garlic Parmesan sauce.",$13.99
UberEats,Ege Mediterranean,4.9,23,Pizza,,All Vegan Specialty Pizza,Vegan Akdeniz,"Artichoke hearts, sun dried tomato, roasted red pepper, Kalamata olives, vegan mozzarella (white sauce).",$13.99
UberEats,Ege Mediterranean,4.9,23,Pizza,,All Vegan Specialty Pizza,Vegan Spinach and Chicken,"Vegan chicken, spinach, tomato, onions, vegan mozzarella (white sauce).",$13.99
UberEats,Ege Mediterranean,4.9,23,Pizza,,All Vegan Specialty Pizza,Vegan Fiery Bull,"Buffalo sauce, fresh red pepper, vegan chicken, and vegan mozzarella.",$13.99
UberEats,Ege Mediterranean,4.9,23,Pizza,,All Vegan Specialty Pizza,Vegan Genovese,"Vegan pesto sauce, vegan chicken, onion, fresh red pepper, tomato, vegan mozzarella.",$13.99
UberEats,Ege Mediterranean,4.9,23,Pizza,,Baked Breads,Cheesy Bread,,$9.99
UberEats,Ege Mediterranean,4.9,23,Pizza,,Baked Breads,Zaatar Bread,,$9.99
UberEats,Ege Mediterranean,4.9,23,Pizza,,Baked Breads,Pesto Bread,,$9.99
UberEats,Ege Mediterranean,4.9,23,Pizza,,Baked Breads,Cheesy Bread Salad,,$12.99
UberEats,Ege Mediterranean,4.9,23,Pizza,,Baked Breads,Zaatar Bread Salad,,$12.99
UberEats,Ege Mediterranean,4.9,23,Pizza,,Baked Breads,Pesto Bread Salad,,$12.99
UberEats,Ege Mediterranean,4.9,23,Pizza,,Salads,House Salad,"Iceberg lettuce, Spring Mix, Onion, Green Pepper, Tomato, Cucumber, Kalamata Olives.",$9.99
UberEats,Ege Mediterranean,4.9,23,Pizza,,Salads,Chicken Salad,"Grilled or breaded chicken , fries, cheese, no onion. Made with iceberg lettuce, tomato, green pepper, cucumber.",$14.99
UberEats,Ege Mediterranean,4.9,23,Pizza,,Salads,Steak Salad,"Steak, fries,onion, mushroom and cheese. Made with iceberg lettuce, tomato, green pepper, cucumber.",$14.99
UberEats,Ege Mediterranean,4.9,23,Pizza,,Salads,Buffalo Chicken Salad,"Grilled chicken, fries, cheese, no onion. Made with iceberg lettuce, tomato, green pepper, cucumber.SpicyHot",$14.99
UberEats,Ege Mediterranean,4.9,23,Pizza,,Salads,Falafel Salad,"6 fried falafel, onion, Kalamata olives, pepperoncini, feta, gyro sauce. Made with iceberg lettuce, tomato, green pepper, cucumber.",$14.99
UberEats,Ege Mediterranean,4.9,23,Pizza,,Salads,Gyro Salad,"Gyro meat, pita bread, Kalamata olives, pepperoncini, feta cheese. Gyro sauce on side.",$14.99
UberEats,Ege Mediterranean,4.9,23,Pizza,,Salads,Mediterranean Salad,"Roasted red pepper artichoke hearts, Kalamata olives, pepperoncini, feta cheese. Made with iceberg lettuce, tomato, green pepper, cucumber.",$14.99
UberEats,Ege Mediterranean,4.9,23,Pizza,,Salads,Arugula Salad,"Arugula, Tomato, Dates, Walnuts, Parmesan Cheese",$11.99
UberEats,Ege Mediterranean,4.9,23,Pizza,,Fried Food,French Fries,,$4.99
UberEats,Ege Mediterranean,4.9,23,Pizza,,Fried Food,Buffalo Fries,,$4.99
UberEats,Ege Mediterranean,4.9,23,Pizza,,Fried Food,Spicy Buffalo Fries with Cheesy Melts,,$6.99
UberEats,Ege Mediterranean,4.9,23,Pizza,,Desert,Chocolate Lovin Cake,,$6.99
UberEats,Ege Mediterranean,4.9,23,Pizza,,Desert,Raspberry White Chocolate Brulee Cheesecak,,$6.99
UberEats,Ege Mediterranean,4.9,23,Pizza,,Desert,Limoncello Mascarpone Cake,,$6.99
UberEats,Ege Mediterranean,4.9,23,Pizza,,Desert,Vegan Baklava-HomeMade,,$6.99
UberEats,Ege Mediterranean,4.9,23,Pizza,,Beverages,20 oz Coke,,$2.69
UberEats,Ege Mediterranean,4.9,23,Pizza,,Beverages,20ozPepsi,20 oz.,$2.69
UberEats,Ege Mediterranean,4.9,23,Pizza,,Beverages,Water,,$1.99
UberEats,Ege Mediterranean,4.9,23,Pizza,,Beverages,20 oz Diet Coke,,$2.69
UberEats,Ege Mediterranean,4.9,23,Pizza,,Beverages,20ozDiet Pepsi,20 oz.,$2.69
UberEats,Ege Mediterranean,4.9,23,Pizza,,Beverages,20 oz MtDew,20 oz.,$2.69
UberEats,Ege Mediterranean,4.9,23,Pizza,,Beverages,Honest Tea,16.9 oz.,$2.69
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Popular Items,Hummus,"A creamy blend of pureed chickpeas, tahini sauce, and fresh lemon juice.",$8.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Popular Items,Chicken Shawarma Sandwich,"Lettuce, tomatoes, onions, pickles, parsley, and tahini sauce.",$8.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Popular Items,Gyro Sandwich,"Lettuce, tomatoes, onions, pickles, parsley, and cucumber sauce.",$8.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Popular Items,Spanakopita,Phillo dough stuffed with spinach and cheese,$6.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Popular Items,Meat Grape Leaves,"Stuffed with rice, ground beef and spices, and steamed in fresh lemon juice.",$9.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Family Specials,Vegetarian Mazza,"Serves four to six. Hummus, baba ghanoush, tabbouleh, falafel, vegetarian grape leaves, feta cheese, and olives.",$40.00
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Family Specials,Hot Mazza Platter,"Serves four to six. Mjuddara, sleek, lubia, falafel, meat grape leaves, and rice.",$45.00
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Family Specials,Mashawi Special,"Serves four to six. Kafta, beef kabob, sheesh tawook, chicken shawarma, gyro, and grilled vegetables.",$50.00
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Beverages,Soda,,$1.50
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Beverages,Water,,$1.50
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Beverages,Fresh Squeezed Lemonade,,$2.00
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Beverages,Minute Maid Juice,,$2.00
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Beverages,Gold peak ice tea,"Green, peach, diet or unsweatend tea",$2.00
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Appetizers and Sides,Mazza Platter,"Hummus, tabbouleh, baba ghanoush, two grape leaves, and four falafel patties with tahini sauce. Lettuce, tomatoes, onions, pickles, parsley, and tahini sauce.",$17.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Appetizers and Sides,Hummus,"A creamy blend of pureed chickpeas, tahini sauce, and fresh lemon juice.",$8.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Appetizers and Sides,Vegetarian Grape Leaves,"Stuffed with rice, fresh tomatoes, parsley and onions, and steamed in fresh lemon juice.",$9.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Appetizers and Sides,Baba Ghanoush,"A texture blend of smoked eggplant, tahini sauce, fresh garlic, and fresh lemon juice.",$8.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Appetizers and Sides,Sleek,"Cooked kale, black-eyed peas, cracked bulgar wheat, and spices. Topped with caramelized onions.",$9.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Appetizers and Sides,Mujaddara,Steamed lentils and cracked bulgar wheat. Topped with caramelized onions.,$8.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Appetizers and Sides,Falafel Appetizer,Five falafel patties on top of lettuce.,$9.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Appetizers and Sides,Rice Pilaf,"Rice and orzo pasta blend, garnished with toasted almonds.",$7.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Appetizers and Sides,Meat Grape Leaves,"Stuffed with rice, ground beef and spices, and steamed in fresh lemon juice.",$9.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Appetizers and Sides,Lubia,"Fresh green beans stewed in a home-style fresh diced tomatoes, onions, and spices.",$9.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Appetizers and Sides,Kibbi,"Ground beef mixed with cracked bulgar wheat, spices, and then baked. Served with a side salad or yogurt.",$9.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Appetizers and Sides,Side of Vegetables,"A mixture of fresh tomatoes, cucumbers, olives, carrots, and pickles.",$6.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Appetizers and Sides,Jolina's Spinach Pie,"Fresh spinach cooked with onions, spices, and fresh lemon juice. Stuffed in pita bread.",$6.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Appetizers and Sides,Jolina's Meat Pie,"Cooked ground beef with onions, toasted almonds, and spices. Stuffed in pita bread.",$6.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Appetizers and Sides,Jolina's Chicken Sumbusek,"Grilled chicken cooked with onions, green peppers, tomatoes, and spices. Stuffed in pita bread. Lettuce, pickles, parsley, and tahini sauce.",$6.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Appetizers and Sides,Foole,"Boiled fava beans mixed with tomatoes, parsley, mint, garlic, onion, and fresh lemon juice.",$8.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Appetizers and Sides,Homemade Yogurt,Laban.,$5.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Appetizers and Sides,French Fries,,$5.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Appetizers and Sides,Side of Chicken Shwarma,,$3.49
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Appetizers and Sides,Spanakopita,Phillo dough stuffed with spinach and cheese,$6.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Soups and Salads,Tabbouleh Salad,"Finely chopped parsley, mint, tomatoes, onions, and cracked bulgar wheat. Tossed with fresh lemon juice and olive oil.",$9.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Soups and Salads,Lentil Soup,"Lentil-based soup with potatoes, spinach, onions, lemon, and spices.",$5.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Soups and Salads,Vegetable Soup,"A mixture of potatoes, carrots, tomatoes, celery, green beans, onions, zucchini, and spices.",$5.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Soups and Salads,Jolina's Salad,"Tomatoes, onions, cucumbers, mint, and green peppers. Tossed with fresh lemon juice and olive oil.",$8.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Soups and Salads,Fattoosh,"Lettuce, tomatoes, cucumbers, mint, green peppers, red cabbage, and pita chips. Tossed with vinegar dressing.",$9.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Soups and Salads,Artichoke Salad,"Tender imported artichoke hearts over lettuce, tomatoes, cucumbers, and tahini sauce.",$9.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Soups and Salads,Cabbage Salad,"Cabbage, red cabbage, carrots, and onions. Served with Jolina's dressing.",$8.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Soups and Salads,Potato Salad,"Boiled potato cubes with tomatoes, parsley, mint, and onions. Served with Jolina's dressing.",$8.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Soups and Salads,Mediterranean Salad,"Lettuce, tomatoes, cucumbers, mint, and olives. Topped with feta cheese and scallions. Served with Jolina's dressing.",$9.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Main Platters,Gyro over Mediterranean Salad Platter,,$16.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Main Platters,sheesh tawook over Mediterranean Salad Platter,grilled chicken tenders over Mediterranean salad,$16.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Main Platters,Kafta over Mediterranean Salad Platter,,$17.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Main Platters,Beef Kabob over Mediterranean Salad Platter,,$16.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Main Platters,Lamb Kabob over Mediterranean Salad Platter,,$17.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Main Platters,Chicken Shawarma over Mediterranean Salad Platter,,$16.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Main Platters,Falafel over Mediterranean Salad Platter,,$16.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Main Platters,Gyro with Rice Platter,Served with your choice of salad.,$18.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Main Platters,Sheesh Tawook with Rice Platter,Served with your choice of salad.,$18.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Main Platters,Kafta with Rice Platter,Served with your choice of salad.,$19.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Main Platters,Beef Kabob with Rice Platter,Served with your choice of salad.,$18.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Main Platters,Lamb Kabob with Rice Platter,Served with your choice of salad.,$19.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Main Platters,Chicken shawarma with Rice Platter,Served with your choice of salad.,$18.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Main Platters,Mjuddara Platter,Served with Jolina's salad.,$12.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Main Platters,Lubia Platter,Served with rice.,$12.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Main Platters,Spanakopita platter,Phillo dough stuffed with spinach and cheese served with your choice of salad or rice,$12.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Main Platters,Lamb shank,Served with rice and mediterranean salad,$19.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Main Platters,Jolina’s mashawi platter,"Side of beef,chicken shawarma,tawook and kafta on a bed of rice pilaf",$19.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Main Platters,salmon platter,grilled salmon served on a bed of rice and side of steamed vegetables,$19.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Sandwiches,Chicken Shawarma Sandwich,"Lettuce, tomatoes, onions, pickles, parsley, and tahini sauce.",$8.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Sandwiches,Gyro Sandwich,"Lettuce, tomatoes, onions, pickles, parsley, and cucumber sauce.",$8.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Sandwiches,Sheesh Tawook Sandwich,"Lettuce, tomatoes, pickles, parsley, and garlic sauce.",$8.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Sandwiches,Falafel Sandwich,"Lettuce, tomatoes, onions, pickles, parsley, and tahini sauce.",$8.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Sandwiches,Kafta Sandwich,"Lettuce, tomatoes, onions, pickles, and tahini sauce.",$8.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Sandwiches,Beef Kabob Sandwich,"Lettuce, tomatoes, onions, pickles, parsley, and tahini sauce.",$8.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Sandwiches,Cheese Burger,,$8.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Sandwiches,Turkey Burger,,$8.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Sandwiches,Hummus with Tabbouleh,,$7.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Sandwiches,Baba Ghanoush with Tabbouleh,,$7.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Kids Meals,Kid's Kafta over Rice,,$10.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Kids Meals,Kid's Sheesh Tawook over Rice,,$10.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Kids Meals,Kid's Gyro over Rice,,$10.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Desserts,Baklava,,$2.99
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Desserts,Kanafee,,$3.49
UberEats,Jolina's Mediterranean Cuisine,4.5,31,Mediterranean,$,Desserts,Nammoura,,$2.99
